Title                                                           14.02.2022 14:36
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  !&]3[PETBT 1402
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]        [Wg^-1]
           1165           1165        214.072        214.167        -0.1822
           1166           1166        214.238        214.333      -0.182366
           1167           1167        214.405          214.5      -0.182531
           1168           1168        214.572        214.667      -0.182701
           1169           1169        214.738        214.833      -0.182913
           1170           1170        214.905            215      -0.183106
           1171           1171        215.071        215.167       -0.18329
           1172           1172        215.238        215.333      -0.183474
           1173           1173        215.404          215.5      -0.183668
           1174           1174        215.571        215.667      -0.183861
           1175           1175        215.737        215.833      -0.184051
           1176           1176        215.904            216      -0.184244
           1177           1177         216.07        216.167      -0.184445
           1178           1178        216.237        216.333      -0.184658
           1179           1179        216.403          216.5      -0.184874
           1180           1180         216.57        216.667      -0.185094
           1181           1181        216.736        216.833      -0.185317
           1182           1182        216.903            217      -0.185574
           1183           1183        217.069        217.167      -0.185822
           1184           1184        217.236        217.333       -0.18607
           1185           1185        217.402          217.5      -0.186321
           1186           1186        217.569        217.667      -0.186591
           1187           1187        217.735        217.833      -0.186858
           1188           1188        217.902            218      -0.187129
           1189           1189        218.068        218.167      -0.187403
           1190           1190        218.235        218.333      -0.187687
           1191           1191        218.401          218.5      -0.187971
           1192           1192        218.568        218.667      -0.188257
           1193           1193        218.734        218.833      -0.188549
           1194           1194        218.901            219      -0.188863
           1195           1195        219.067        219.167      -0.189179
           1196           1196        219.234        219.333      -0.189501
           1197           1197          219.4          219.5      -0.189825
           1198           1198        219.566        219.667       -0.19018
           1199           1199        219.733        219.833      -0.190537
           1200           1200        219.899            220      -0.190907
           1201           1201        220.066        220.167      -0.191282
           1202           1202        220.232        220.333      -0.191682
           1203           1203        220.399          220.5      -0.192079
           1204           1204        220.565        220.667      -0.192476
           1205           1205        220.731        220.833      -0.192876
           1206           1206        220.898            221      -0.193294
           1207           1207        221.064        221.167      -0.193704
           1208           1208        221.231        221.333      -0.194109
           1209           1209        221.397          221.5      -0.194512
           1210           1210        221.564        221.667      -0.194911
           1211           1211         221.73        221.833       -0.19531
           1212           1212        221.896            222      -0.195711
           1213           1213        222.063        222.167      -0.196111
           1214           1214        222.229        222.333      -0.196507
           1215           1215        222.396          222.5      -0.196914
           1216           1216        222.562        222.667      -0.197328
           1217           1217        222.728        222.833      -0.197746
           1218           1218        222.895            223      -0.198189
           1219           1219        223.061        223.167      -0.198634
           1220           1220        223.228        223.333      -0.199084
           1221           1221        223.394          223.5      -0.199541
           1222           1222         223.56        223.667       -0.20004
           1223           1223        223.727        223.833      -0.200539
           1224           1224        223.893            224      -0.201051
           1225           1225        224.059        224.167      -0.201574
           1226           1226        224.226        224.333      -0.202147
           1227           1227        224.392          224.5      -0.202723
           1228           1228        224.558        224.667      -0.203317
           1229           1229        224.725        224.833      -0.203925
           1230           1230        224.891            225      -0.204596
           1231           1231        225.057        225.167      -0.205258
           1232           1232        225.223        225.333      -0.205934
           1233           1233         225.39          225.5      -0.206617
           1234           1234        225.556        225.667       -0.20735
           1235           1235        225.722        225.833      -0.208065
           1236           1236        225.888            226      -0.208791
           1237           1237        226.055        226.167      -0.209525
           1238           1238        226.221        226.333      -0.210284
           1239           1239        226.387          226.5      -0.211052
           1240           1240        226.553        226.667      -0.211832
           1241           1241        226.719        226.833      -0.212614
           1242           1242        226.886            227      -0.213431
           1243           1243        227.052        227.167      -0.214247
           1244           1244        227.218        227.333      -0.215078
           1245           1245        227.384          227.5      -0.215922
           1246           1246         227.55        227.667      -0.216771
           1247           1247        227.717        227.833      -0.217662
           1248           1248        227.883            228      -0.218544
           1249           1249        228.049        228.167       -0.21944
           1250           1250        228.215        228.333      -0.220347
           1251           1251        228.381          228.5      -0.221293
           1252           1252        228.547        228.667      -0.222241
           1253           1253        228.713        228.833      -0.223205
           1254           1254        228.879            229      -0.224179
           1255           1255        229.045        229.167      -0.225222
           1256           1256        229.211        229.333      -0.226258
           1257           1257        229.378          229.5      -0.227311
           1258           1258        229.544        229.667      -0.228376
           1259           1259         229.71        229.833      -0.229508
           1260           1260        229.876            230      -0.230621
           1261           1261        230.042        230.167      -0.231777
           1262           1262        230.208        230.333      -0.232959
           1263           1263        230.374          230.5      -0.234229
           1264           1264        230.539        230.667      -0.235497
           1265           1265        230.705        230.833      -0.236844
           1266           1266        230.871            231      -0.238217
           1267           1267        231.037        231.167      -0.239624
           1268           1268        231.203        231.333      -0.241018
           1269           1269        231.369          231.5      -0.242433
           1270           1270        231.535        231.667      -0.243867
           1271           1271          231.7        231.833       -0.24532
           1272           1272        231.866            232      -0.246782
           1273           1273        232.032        232.167       -0.24831
           1274           1274        232.198        232.333      -0.249903
           1275           1275        232.364          232.5      -0.251532
           1276           1276        232.529        232.667      -0.253213
           1277           1277        232.695        232.833      -0.254934
           1278           1278        232.861            233      -0.256661
           1279           1279        233.026        233.167      -0.258468
           1280           1280        233.192        233.333      -0.260274
           1281           1281        233.358          233.5      -0.262145
           1282           1282        233.523        233.667      -0.264034
           1283           1283        233.689        233.833      -0.266012
           1284           1284        233.854            234       -0.26799
           1285           1285         234.02        234.167      -0.270001
           1286           1286        234.185        234.333      -0.272042
           1287           1287        234.351          234.5      -0.274131
           1288           1288        234.516        234.667      -0.276265
           1289           1289        234.682        234.833      -0.278519
           1290           1290        234.847            235      -0.280798
           1291           1291        235.012        235.167      -0.283196
           1292           1292        235.177        235.333      -0.285618
           1293           1293        235.343          235.5      -0.288122
           1294           1294        235.508        235.667      -0.290763
           1295           1295        235.673        235.833      -0.293513
           1296           1296        235.838            236      -0.296299
           1297           1297        236.003        236.167      -0.299214
           1298           1298        236.168        236.333      -0.302168
           1299           1299        236.333          236.5       -0.30517
           1300           1300        236.498        236.667      -0.308176
           1301           1301        236.663        236.833      -0.311199
           1302           1302        236.828            237      -0.314269
           1303           1303        236.993        237.167       -0.31747
           1304           1304        237.158        237.333      -0.320713
           1305           1305        237.322          237.5      -0.324019
           1306           1306        237.487        237.667      -0.327333
           1307           1307        237.652        237.833      -0.330754
           1308           1308        237.817            238      -0.334135
           1309           1309        237.981        238.167      -0.337514
           1310           1310        238.146        238.333      -0.340894
           1311           1311        238.311          238.5      -0.344294
           1312           1312        238.476        238.667      -0.347675
           1313           1313         238.64        238.833      -0.351044
           1314           1314        238.805            239      -0.354405
           1315           1315         238.97        239.167      -0.357733
           1316           1316        239.135        239.333       -0.36102
           1317           1317        239.299          239.5      -0.364257
           1318           1318        239.464        239.667      -0.367427
           1319           1319        239.629        239.833      -0.370536
           1320           1320        239.794            240       -0.37356
           1321           1321        239.959        240.167      -0.376463
           1322           1322        240.124        240.333       -0.37923
           1323           1323        240.289          240.5      -0.381985
           1324           1324        240.454        240.667      -0.384501
           1325           1325         240.62        240.833      -0.386902
           1326           1326        240.785            241      -0.389159
           1327           1327         240.95        241.167      -0.391365
           1328           1328        241.116        241.333      -0.393446
           1329           1329        241.281          241.5      -0.395369
           1330           1330        241.447        241.667      -0.397094
           1331           1331        241.613        241.833      -0.398703
           1332           1332        241.779            242      -0.400073
           1333           1333        241.944        242.167      -0.401363
           1334           1334         242.11        242.333      -0.402538
           1335           1335        242.276          242.5      -0.403629
           1336           1336        242.443        242.667      -0.404464
           1337           1337        242.609        242.833      -0.405189
           1338           1338        242.775            243      -0.405788
           1339           1339        242.941        243.167      -0.406334
           1340           1340        243.108        243.333      -0.406738
           1341           1341        243.274          243.5      -0.407097
           1342           1342         243.44        243.667      -0.407384
           1343           1343        243.607        243.833      -0.407654
           1344           1344        243.773            244      -0.407903
           1345           1345         243.94        244.167      -0.408169
           1346           1346        244.106        244.333      -0.408448
           1347           1347        244.273          244.5       -0.40874
           1348           1348        244.439        244.667      -0.409019
           1349           1349        244.605        244.833      -0.409325
           1350           1350        244.772            245      -0.409713
           1351           1351        244.938        245.167      -0.410165
           1352           1352        245.104        245.333       -0.41076
           1353           1353        245.271          245.5       -0.41149
           1354           1354        245.437        245.667      -0.412395
           1355           1355        245.603        245.833      -0.413398
           1356           1356        245.769            246      -0.414611
           1357           1357        245.934        246.167      -0.415942
           1358           1358          246.1        246.333      -0.417457
           1359           1359        246.266          246.5      -0.419104
           1360           1360        246.431        246.667      -0.420878
           1361           1361        246.597        246.833      -0.422677
           1362           1362        246.763            247      -0.424623
           1363           1363        246.928        247.167      -0.426667
           1364           1364        247.093        247.333      -0.428957
           1365           1365        247.259          247.5      -0.431242
           1366           1366        247.424        247.667      -0.433573
           1367           1367        247.589        247.833      -0.435905
           1368           1368        247.754            248      -0.438228
           1369           1369         247.92        248.167      -0.440532
           1370           1370        248.085        248.333      -0.442843
           1371           1371         248.25          248.5      -0.445146
           1372           1372        248.416        248.667      -0.447345
           1373           1373        248.581        248.833      -0.449444
           1374           1374        248.747            249      -0.451409
           1375           1375        248.912        249.167       -0.45328
           1376           1376        249.078        249.333      -0.454843
           1377           1377        249.244          249.5      -0.456197
           1378           1378         249.41        249.667      -0.457264
           1379           1379        249.576        249.833      -0.458134
           1380           1380        249.742            250      -0.458617
           1381           1381        249.908        250.167      -0.458727
           1382           1382        250.075        250.333      -0.458439
           1383           1383        250.242          250.5      -0.457826
           1384           1384        250.409        250.667       -0.45684
           1385           1385        250.577        250.833       -0.45537
           1386           1386        250.744            251      -0.453336
           1387           1387        250.913        251.167       -0.45066
           1388           1388        251.081        251.333      -0.447655
           1389           1389         251.25          251.5      -0.443819
           1390           1390        251.419        251.667      -0.439492
           1391           1391        251.588        251.833      -0.434645
           1392           1392        251.757            252      -0.429366
           1393           1393        251.928        252.167      -0.423062
           1394           1394        252.098        252.333       -0.41629
           1395           1395        252.269          252.5      -0.408955
           1396           1396         252.44        252.667      -0.401252
           1397           1397        252.611        252.833      -0.392638
           1398           1398        252.783            253       -0.38359
           1399           1399        252.955        253.167      -0.374121
           1400           1400        253.127        253.333      -0.364501
           1401           1401        253.299          253.5      -0.354153
           1402           1402        253.472        253.667      -0.343692
           1403           1403        253.644        253.833      -0.333154
           1404           1404        253.817            254      -0.322669
           1405           1405         253.99        254.167      -0.312147
           1406           1406        254.162        254.333      -0.301704
           1407           1407        254.335          254.5      -0.291499
           1408           1408        254.507        254.667      -0.281476
           1409           1409        254.679        254.833       -0.27189
           1410           1410        254.851            255      -0.262707
           1411           1411        255.022        255.167      -0.254016
           1412           1412        255.194        255.333       -0.24573
           1413           1413        255.365          255.5      -0.237923
           1414           1414        255.535        255.667      -0.230579
           1415           1415        255.706        255.833      -0.223768
           1416           1416        255.876            256       -0.21731
           1417           1417        256.046        256.167      -0.211641
           1418           1418        256.216        256.333      -0.206387
           1419           1419        256.385          256.5       -0.20145
           1420           1420        256.554        256.667      -0.196847
           1421           1421        256.723        256.833      -0.192957
           1422           1422        256.892            257      -0.189236
           1423           1423        257.061        257.167       -0.18579
           1424           1424        257.229        257.333      -0.182548
           1425           1425        257.397          257.5      -0.179819
           1426           1426        257.565        257.667      -0.177276
           1427           1427        257.733        257.833      -0.174983
           1428           1428        257.901            258      -0.172853
           1429           1429        258.069        258.167      -0.171066
           1430           1430        258.236        258.333      -0.169399
           1431           1431        258.404          258.5      -0.167905
           1432           1432        258.571        258.667      -0.166521
           1433           1433        258.739        258.833      -0.165393
           1434           1434        258.906            259      -0.164265
           1435           1435        259.073        259.167      -0.163272
           1436           1436         259.24        259.333      -0.162368
           1437           1437        259.407          259.5      -0.161721
           1438           1438        259.574        259.667      -0.161087
           1439           1439        259.741        259.833      -0.160541
           1440           1440        259.908            260      -0.160067
           1441           1441        260.075        260.167      -0.159675
           1442           1442        260.242        260.333      -0.159284
           1443           1443        260.409          260.5      -0.158927
           1444           1444        260.576        260.667      -0.158599
           1445           1445        260.742        260.833       -0.15838
           1446           1446        260.909            261      -0.158152
           1447           1447        261.076        261.167      -0.157952
           1448           1448        261.243        261.333      -0.157799
           1449           1449        261.409          261.5      -0.157692
           1450           1450        261.576        261.667      -0.157574
           1451           1451        261.743        261.833      -0.157467
           1452           1452        261.909            262      -0.157375
           1453           1453        262.076        262.167      -0.157288
           1454           1454        262.243        262.333      -0.157249
           1455           1455        262.409          262.5      -0.157192
           1456           1456        262.576        262.667      -0.157138
           1457           1457        262.743        262.833      -0.157091
           1458           1458        262.909            263      -0.157059
           1459           1459        263.076        263.167      -0.157019
           1460           1460        263.243        263.333      -0.156977
           1461           1461        263.409          263.5      -0.156931
           1462           1462        263.576        263.667      -0.156877
           1463           1463        263.743        263.833      -0.156824
           1464           1464        263.909            264      -0.156772
           1465           1465        264.076        264.167       -0.15672
           1466           1466        264.243        264.333      -0.156653
           1467           1467        264.409          264.5      -0.156601
           1468           1468        264.576        264.667      -0.156563
           1469           1469        264.743        264.833      -0.156536
           1470           1470        264.909            265      -0.156522
           1471           1471        265.076        265.167      -0.156512
           1472           1472        265.243        265.333      -0.156519
           1473           1473        265.409          265.5      -0.156537
           1474           1474        265.576        265.667      -0.156565
           1475           1475        265.742        265.833      -0.156577
           1476           1476        265.909            266       -0.15658
           1477           1477        266.076        266.167      -0.156577
           1478           1478        266.242        266.333      -0.156575
           1479           1479        266.409          266.5       -0.15658
           1480           1480        266.576        266.667      -0.156582
           1481           1481        266.742        266.833      -0.156563
           1482           1482        266.909            267      -0.156523
           1483           1483        267.076        267.167      -0.156487
           1484           1484        267.242        267.333      -0.156467
           1485           1485        267.409          267.5      -0.156451
           1486           1486        267.576        267.667      -0.156418
           1487           1487        267.742        267.833      -0.156417
           1488           1488        267.909            268      -0.156615
           1489           1489        268.075        268.167      -0.156851
           1490           1490        268.242        268.333      -0.156845
           1491           1491        268.409          268.5      -0.156678
           1492           1492        268.575        268.667      -0.156412
           1493           1493        268.742        268.833      -0.156162
           1494           1494        268.909            269      -0.156013
           1495           1495        269.076        269.167      -0.155914
           1496           1496        269.242        269.333      -0.155857
           1497           1497        269.409          269.5      -0.155779
           1498           1498        269.576        269.667      -0.155719
           1499           1499        269.742        269.833      -0.155677
           1500           1500        269.909            270       -0.15564


Results:
  Glass Transition
  Onset	77.08 °C
  Midpoint	80.40 °C
  Heating Rate	10.00 °Cmin^-1

  Integral	-310.42 mJ
    normalized	-31.36 Jg^-1
  Onset	230.16 °C
  Peak	249.91 °C
  Heating Rate	10.00 °Cmin^-1

Texts:

  !&]3[PETBT 1402
  PETBT 1402, 9.9000 mg

Sample:
  PETBT 1402, 9.9000 mg
Sample Remarks:
  
Experiment Comments:
  -
Curve Categories:
Evaluation:
  
Method:
  CS PET DSC 1402
Adjustment:
  From -50.00 to 25.00 min
  Gas Factor    : 1
  Pan Factor    : 1
  Tau Lag Factor: 1
  Tau Lag       : 6.1729 + 1.2771e-03*T + 0.0000*T^2 s
    adjusted    : (28.01.2016 15:04:09)
  E Indium      : 25.1563e+03 1/mW
  dE relative   : 12.7672e-03 + 365.5410e-06*T - 70.7764e-09*T^2
    adjusted    : (12.10.2021 12:12:09)
Pt100, adjusted 12.10.2021 12:10:41
R(T)  : 100.1305 + 0.3924*T - 57.6065e-06*T^2 Ohm

Sample Holder:
  Aluminum 100ul
  Weight  : 0
  Material: Aluminium

Order Number:
  
Customer:
  
User:
  METTLER


Curve Name:
  !&]2[PETBT 1402
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]        [Wg^-1]
              0              0        269.997            270    -0.00574846
              1              1        269.842        269.833      0.0153076
              2              2        269.686        269.667      0.0332056
              3              3        269.529          269.5      0.0503207
              4              4        269.373        269.333      0.0680392
              5              5        269.219        269.167      0.0890107
              6              6        269.065            269       0.111264
              7              7        268.912        268.833       0.134209
              8              8        268.758        268.667       0.157267
              9              9        268.604          268.5       0.178894
             10             10         268.45        268.333       0.199509
             11             11        268.294        268.167       0.218846
             12             12        268.138            268       0.237241
             13             13        267.981        267.833       0.253158
             14             14        267.823        267.667       0.267862
             15             15        267.664          267.5       0.281164
             16             16        267.504        267.333       0.293494
             17             17        267.343        267.167       0.303844
             18             18        267.182            267       0.313251
             19             19         267.02        266.833       0.321605
             20             20        266.858        266.667        0.32928
             21             21        266.695          266.5       0.335439
             22             22        266.531        266.333       0.340942
             23             23        266.367        266.167       0.345764
             24             24        266.203            266        0.35014
             25             25        266.038        265.833       0.353465
             26             26        265.874        265.667       0.356534
             27             27        265.708          265.5       0.359129
             28             28        265.543        265.333        0.36156
             29             29        265.377        265.167       0.363185
             30             30        265.211            265       0.364666
             31             31        265.045        264.833       0.365929
             32             32        264.879        264.667       0.367042
             33             33        264.713          264.5       0.367792
             34             34        264.547        264.333       0.368408
             35             35         264.38        264.167       0.368875
             36             36        264.214            264       0.369301
             37             37        264.047        263.833       0.369619
             38             38         263.88        263.667       0.369828
             39             39        263.714          263.5       0.369925
             40             40        263.547        263.333       0.369977
             41             41         263.38        263.167        0.37003
             42             42        263.214            263       0.370021
             43             43        263.047        262.833       0.369885
             44             44         262.88        262.667       0.369745
             45             45        262.713          262.5       0.369592
             46             46        262.546        262.333       0.369435
             47             47        262.379        262.167       0.369265
             48             48        262.213            262        0.36909
             49             49        262.046        261.833       0.368866
             50             50        261.879        261.667        0.36865
             51             51        261.712          261.5       0.368437
             52             52        261.545        261.333       0.368224
             53             53        261.378        261.167       0.367985
             54             54        261.211            261       0.367754
             55             55        261.045        260.833       0.367521
             56             56        260.878        260.667       0.367288
             57             57        260.711          260.5       0.367046
             58             58        260.544        260.333       0.366806
             59             59        260.377        260.167       0.366559
             60             60         260.21            260       0.366311
             61             61        260.043        259.833       0.366061
             62             62        259.876        259.667       0.365783
             63             63         259.71          259.5       0.365509
             64             64        259.543        259.333       0.365247
             65             65        259.376        259.167       0.364991
             66             66        259.209            259       0.364736
             67             67        259.042        258.833       0.364491
             68             68        258.875        258.667        0.36425
             69             69        258.708          258.5       0.364013
             70             70        258.541        258.333       0.363803
             71             71        258.375        258.167       0.363567
             72             72        258.208            258       0.363323
             73             73        258.041        257.833       0.363079
             74             74        257.874        257.667       0.362803
             75             75        257.707          257.5       0.362535
             76             76         257.54        257.333       0.362273
             77             77        257.373        257.167       0.362016
             78             78        257.206            257       0.361749
             79             79         257.04        256.833       0.361486
             80             80        256.873        256.667       0.361229
             81             81        256.706          256.5       0.360973
             82             82        256.539        256.333       0.360725
             83             83        256.372        256.167       0.360478
             84             84        256.205            256       0.360237
             85             85        256.038        255.833       0.359999
             86             86        255.871        255.667       0.359774
             87             87        255.705          255.5       0.359546
             88             88        255.538        255.333       0.359318
             89             89        255.371        255.167       0.359095
             90             90        255.204            255       0.358889
             91             91        255.037        254.833        0.35868
             92             92         254.87        254.667       0.358468
             93             93        254.703          254.5       0.358252
             94             94        254.537        254.333       0.358047
             95             95         254.37        254.167       0.357836
             96             96        254.203            254       0.357625
             97             97        254.036        253.833       0.357412
             98             98        253.869        253.667       0.357199
             99             99        253.702          253.5       0.356983
            100            100        253.535        253.333       0.356764
            101            101        253.369        253.167       0.356544
            102            102        253.202            253       0.356323
            103            103        253.035        252.833       0.356102
            104            104        252.868        252.667       0.355882
            105            105        252.701          252.5       0.355665
            106            106        252.534        252.333       0.355453
            107            107        252.367        252.167       0.355237
            108            108        252.201            252       0.355019
            109            109        252.034        251.833       0.354801
            110            110        251.867        251.667       0.354581
            111            111          251.7          251.5       0.354359
            112            112        251.533        251.333       0.354146
            113            113        251.366        251.167       0.353937
            114            114        251.199            251       0.353739
            115            115        251.033        250.833       0.353548
            116            116        250.866        250.667       0.353362
            117            117        250.699          250.5       0.353171
            118            118        250.532        250.333       0.352994
            119            119        250.365        250.167       0.352801
            120            120        250.198            250       0.352607
            121            121        250.032        249.833       0.352413
            122            122        249.865        249.667       0.352199
            123            123        249.698          249.5          0.352
            124            124        249.531        249.333       0.351812
            125            125        249.364        249.167       0.351629
            126            126        249.197            249       0.351466
            127            127        249.031        248.833       0.351305
            128            128        248.864        248.667       0.351143
            129            129        248.697          248.5       0.350979
            130            130         248.53        248.333       0.350815
            131            131        248.363        248.167       0.350673
            132            132        248.196            248       0.350522
            133            133         248.03        247.833       0.350368
            134            134        247.863        247.667       0.350215
            135            135        247.696          247.5       0.350054
            136            136        247.529        247.333        0.34989
            137            137        247.362        247.167       0.349725
            138            138        247.195            247       0.349561
            139            139        247.029        246.833       0.349387
            140            140        246.862        246.667       0.349216
            141            141        246.695          246.5       0.349045
            142            142        246.528        246.333       0.348872
            143            143        246.361        246.167       0.348701
            144            144        246.195            246       0.348531
            145            145        246.028        245.833        0.34836
            146            146        245.861        245.667       0.348187
            147            147        245.694          245.5       0.348011
            148            148        245.527        245.333       0.347843
            149            149         245.36        245.167       0.347684
            150            150        245.194            245        0.34753
            151            151        245.027        244.833        0.34739
            152            152         244.86        244.667       0.347247
            153            153        244.693          244.5         0.3471
            154            154        244.526        244.333       0.346954
            155            155        244.359        244.167       0.346818
            156            156        244.193            244       0.346675
            157            157        244.026        243.833       0.346525
            158            158        243.859        243.667        0.34637
            159            159        243.692          243.5       0.346204
            160            160        243.525        243.333       0.346043
            161            161        243.359        243.167       0.345883
            162            162        243.192            243       0.345723
            163            163        243.025        242.833       0.345561
            164            164        242.858        242.667         0.3454
            165            165        242.691          242.5        0.34524
            166            166        242.524        242.333       0.345079
            167            167        242.358        242.167       0.344917
            168            168        242.191            242       0.344762
            169            169        242.024        241.833       0.344615
            170            170        241.857        241.667       0.344476
            171            171         241.69          241.5       0.344354
            172            172        241.524        241.333       0.344233
            173            173        241.357        241.167        0.34412
            174            174         241.19            241       0.344005
            175            175        241.023        240.833       0.343908
            176            176        240.856        240.667       0.343789
            177            177         240.69          240.5       0.343669
            178            178        240.523        240.333       0.343555
            179            179        240.356        240.167       0.343431
            180            180        240.189            240       0.343312
            181            181        240.022        239.833       0.343193
            182            182        239.856        239.667       0.343072
            183            183        239.689          239.5       0.342965
            184            184        239.522        239.333       0.342854
            185            185        239.355        239.167       0.342734
            186            186        239.188            239        0.34261
            187            187        239.022        238.833       0.342496
            188            188        238.855        238.667       0.342384
            189            189        238.688          238.5       0.342269
            190            190        238.521        238.333       0.342154
            191            191        238.354        238.167       0.342056
            192            192        238.188            238       0.341955
            193            193        238.021        237.833       0.341857
            194            194        237.854        237.667       0.341763
            195            195        237.687          237.5       0.341671
            196            196        237.521        237.333       0.341573
            197            197        237.354        237.167       0.341473
            198            198        237.187            237       0.341368
            199            199         237.02        236.833       0.341266
            200            200        236.853        236.667       0.341151
            201            201        236.687          236.5       0.341047
            202            202         236.52        236.333       0.340947
            203            203        236.353        236.167       0.340843
            204            204        236.186            236       0.340725
            205            205        236.019        235.833       0.340607
            206            206        235.853        235.667        0.34049
            207            207        235.686          235.5       0.340375
            208            208        235.519        235.333       0.340244
            209            209        235.352        235.167       0.340119
            210            210        235.185            235       0.339987
            211            211        235.019        234.833       0.339856
            212            212        234.852        234.667       0.339736
            213            213        234.685          234.5       0.339621
            214            214        234.518        234.333       0.339511
            215            215        234.351        234.167       0.339402
            216            216        234.185            234       0.339294
            217            217        234.018        233.833       0.339173
            218            218        233.851        233.667       0.339051
            219            219        233.684          233.5       0.338926
            220            220        233.517        233.333       0.338775
            221            221        233.351        233.167        0.33863
            222            222        233.184            233       0.338484
            223            223        233.017        232.833       0.338329
            224            224         232.85        232.667       0.338168
            225            225        232.683          232.5       0.338014
            226            226        232.516        232.333       0.337865
            227            227         232.35        232.167       0.337718
            228            228        232.183            232       0.337588
            229            229        232.016        231.833       0.337454
            230            230        231.849        231.667       0.337324
            231            231        231.682          231.5       0.337194
            232            232        231.516        231.333       0.337065
            233            233        231.349        231.167       0.336934
            234            234        231.182            231       0.336801
            235            235        231.015        230.833        0.33667
            236            236        230.848        230.667       0.336533
            237            237        230.682          230.5        0.33641
            238            238        230.515        230.333       0.336289
            239            239        230.348        230.167       0.336174
            240            240        230.181            230       0.336078
            241            241        230.014        229.833       0.335966
