Title                                                           02.12.2022 08:56
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  !&BBImp_22_03_04
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]        [Wg^-1]
           1567           1567        240.836        241.167      -0.603776
           1568           1568        241.002        241.333      -0.606379
           1569           1569        241.167          241.5      -0.608993
           1570           1570        241.332        241.667      -0.611634
           1571           1571        241.497        241.833      -0.614286
           1572           1572        241.662            242      -0.616986
           1573           1573        241.827        242.167       -0.61969
           1574           1574        241.992        242.333      -0.622625
           1575           1575        242.157          242.5      -0.625519
           1576           1576        242.322        242.667      -0.628426
           1577           1577        242.487        242.833      -0.631337
           1578           1578        242.652            243      -0.634431
           1579           1579        242.817        243.167      -0.637538
           1580           1580        242.981        243.333      -0.640665
           1581           1581        243.146          243.5      -0.643836
           1582           1582        243.311        243.667      -0.647005
           1583           1583        243.476        243.833      -0.650196
           1584           1584        243.641            244       -0.65347
           1585           1585        243.805        244.167      -0.656806
           1586           1586         243.97        244.333      -0.660293
           1587           1587        244.134          244.5      -0.663806
           1588           1588        244.299        244.667      -0.667344
           1589           1589        244.464        244.833      -0.670924
           1590           1590        244.628            245      -0.674512
           1591           1591        244.793        245.167       -0.67814
           1592           1592        244.957        245.333      -0.681775
           1593           1593        245.122          245.5      -0.685471
           1594           1594        245.286        245.667      -0.689206
           1595           1595        245.451        245.833      -0.693102
           1596           1596        245.615            246      -0.696964
           1597           1597        245.779        246.167       -0.70086
           1598           1598        245.944        246.333      -0.704791
           1599           1599        246.108          246.5      -0.708754
           1600           1600        246.272        246.667      -0.712763
           1601           1601        246.437        246.833      -0.716941
           1602           1602        246.601            247      -0.721248
           1603           1603        246.765        247.167      -0.725689
           1604           1604        246.929        247.333      -0.730168
           1605           1605        247.093          247.5      -0.734733
           1606           1606        247.257        247.667      -0.739367
           1607           1607        247.421        247.833      -0.744123
           1608           1608        247.585            248      -0.748981
           1609           1609        247.748        248.167      -0.753954
           1610           1610        247.912        248.333      -0.758938
           1611           1611        248.076          248.5      -0.764176
           1612           1612        248.239        248.667      -0.769427
           1613           1613        248.403        248.833      -0.774747
           1614           1614        248.566            249      -0.780087
           1615           1615         248.73        249.167      -0.785707
           1616           1616        248.893        249.333      -0.791424
           1617           1617        249.056          249.5      -0.797323
           1618           1618         249.22        249.667      -0.803372
           1619           1619        249.382        249.833      -0.809867
           1620           1620        249.545            250       -0.81676
           1621           1621        249.708        250.167      -0.823882
           1622           1622         249.87        250.333      -0.831132
           1623           1623        250.032          250.5      -0.839202
           1624           1624        250.194        250.667      -0.847742
           1625           1625        250.355        250.833      -0.856631
           1626           1626        250.517            251      -0.865891
           1627           1627        250.678        251.167      -0.876168
           1628           1628        250.838        251.333      -0.886689
           1629           1629        250.998          251.5      -0.897895
           1630           1630        251.158        251.667      -0.909727
           1631           1631        251.317        251.833      -0.923904
           1632           1632        251.475            252      -0.939576
           1633           1633        251.632        252.167      -0.955541
           1634           1634         251.79        252.333      -0.970941
           1635           1635        251.949          252.5       -0.98396
           1636           1636        252.109        252.667      -0.995989
           1637           1637        252.269        252.833       -1.00703
           1638           1638         252.43            253       -1.01747
           1639           1639         252.59        253.167        -1.0279
           1640           1640         252.75        253.333       -1.03975
           1641           1641         252.91          253.5       -1.05263
           1642           1642        253.069        253.667       -1.06518
           1643           1643         253.23        253.833       -1.07511
           1644           1644        253.392            254       -1.08331
           1645           1645        253.555        254.167       -1.08952
           1646           1646        253.718        254.333        -1.0945
           1647           1647        253.883          254.5       -1.09735
           1648           1648        254.049        254.667       -1.09851
           1649           1649        254.217        254.833       -1.09633
           1650           1650        254.386            255       -1.09151
           1651           1651        254.559        255.167       -1.08021
           1652           1652        254.733        255.333       -1.06664
           1653           1653        254.908          255.5       -1.05107
           1654           1654        255.084        255.667       -1.03442
           1655           1655        255.261        255.833       -1.01586
           1656           1656        255.438            256      -0.996535
           1657           1657        255.616        256.167      -0.976442
           1658           1658        255.795        256.333      -0.955257
           1659           1659        255.974          256.5      -0.933067
           1660           1660        256.155        256.667      -0.906988
           1661           1661        256.337        256.833      -0.879508
           1662           1662        256.519            257      -0.850961
           1663           1663        256.702        257.167      -0.822133
           1664           1664        256.885        257.333      -0.793273
           1665           1665        257.067          257.5      -0.765135
           1666           1666        257.249        257.667         -0.738
           1667           1667        257.431        257.833      -0.711626
           1668           1668        257.611            258      -0.687743
           1669           1669         257.79        258.167      -0.665378
           1670           1670        257.968        258.333       -0.64484
           1671           1671        258.146          258.5      -0.625544
           1672           1672        258.321        258.667      -0.609218
           1673           1673        258.496        258.833      -0.594275
           1674           1674        258.671            259      -0.581008
           1675           1675        258.844        259.167      -0.568794
           1676           1676        259.016        259.333      -0.558893
           1677           1677        259.188          259.5      -0.550004
           1678           1678        259.359        259.667      -0.542149
           1679           1679         259.53        259.833      -0.534899
           1680           1680        259.699            260      -0.529187
           1681           1681        259.869        260.167       -0.52408
           1682           1682        260.038        260.333      -0.519717
           1683           1683        260.207          260.5      -0.515829
           1684           1684        260.375        260.667      -0.512861
           1685           1685        260.543        260.833      -0.510123
           1686           1686        260.711            261      -0.507816
           1687           1687        260.879        261.167      -0.505632
           1688           1688        261.046        261.333      -0.504274
           1689           1689        261.213          261.5      -0.503007
           1690           1690        261.381        261.667      -0.501871
           1691           1691        261.548        261.833      -0.500835
           1692           1692        261.715            262      -0.500027
           1693           1693        261.882        262.167      -0.499328
           1694           1694        262.049        262.333      -0.498793
           1695           1695        262.215          262.5      -0.498381
           1696           1696        262.382        262.667      -0.498216
           1697           1697        262.549        262.833      -0.498175
           1698           1698        262.715            263      -0.498281
           1699           1699        262.882        263.167       -0.49843
           1700           1700        263.048        263.333      -0.498713
           1701           1701        263.215          263.5      -0.499135
           1702           1702        263.381        263.667      -0.499711
           1703           1703        263.547        263.833      -0.500391
           1704           1704        263.713            264      -0.501167
           1705           1705        263.879        264.167       -0.50194
           1706           1706        264.045        264.333      -0.502742
           1707           1707        264.212          264.5      -0.503362
           1708           1708        264.378        264.667      -0.503854
           1709           1709        264.544        264.833      -0.504246
           1710           1710        264.711            265      -0.504568
           1711           1711        264.877        265.167      -0.504855
           1712           1712        265.044        265.333      -0.504606
           1713           1713         265.21          265.5      -0.504249
           1714           1714        265.377        265.667      -0.503742
           1715           1715        265.544        265.833       -0.50313
           1716           1716        265.711            266      -0.502408
           1717           1717        265.878        266.167       -0.50169
           1718           1718        266.045        266.333      -0.500989
           1719           1719        266.212          266.5      -0.500273
           1720           1720        266.379        266.667       -0.49969
           1721           1721        266.546        266.833      -0.499088
           1722           1722        266.713            267      -0.498565
           1723           1723         266.88        267.167      -0.498095
           1724           1724        267.047        267.333      -0.497785
           1725           1725        267.213          267.5      -0.497457
           1726           1726         267.38        267.667      -0.497171
           1727           1727        267.547        267.833      -0.496926
           1728           1728        267.713            268       -0.49669
           1729           1729         267.88        268.167      -0.496624
           1730           1730        268.047        268.333      -0.496535
           1731           1731        268.213          268.5      -0.496425
           1732           1732         268.38        268.667      -0.496316
           1733           1733        268.547        268.833      -0.496259
           1734           1734        268.713            269      -0.496183
           1735           1735         268.88        269.167      -0.495553
           1736           1736        269.048        269.333      -0.493859
           1737           1737        269.221          269.5      -0.481639
           1738           1738        269.398        269.667       -0.46374
           1739           1739        269.577        269.833       -0.44203
           1740           1740        269.757            270       -0.41888
           1741           1741        269.772            270      -0.393424
           1742           1742        269.787            270      -0.367783
           1743           1743        269.802            270        -0.3417
           1744           1744        269.817            270      -0.315502
           1745           1745        269.832            270      -0.290153
           1746           1746        269.846            270      -0.265867
           1747           1747        269.859            270       -0.24325
           1748           1748        269.872            270      -0.221854
           1749           1749        269.882            270      -0.203746
           1750           1750        269.892            270      -0.187248
           1751           1751          269.9            270      -0.172532
           1752           1752        269.908            270      -0.158946
           1753           1753        269.914            270      -0.147825
           1754           1754         269.92            270      -0.137845
           1755           1755        269.925            270      -0.129019
           1756           1756         269.93            270      -0.120969
           1757           1757        269.934            270      -0.114606
           1758           1758        269.937            270      -0.109023
           1759           1759         269.94            270      -0.104137
           1760           1760        269.942            270     -0.0994563
           1761           1761        269.944            270     -0.0960689
           1762           1762        269.946            270     -0.0930817
           1763           1763        269.948            270     -0.0903774
           1764           1764        269.949            270     -0.0878823
           1765           1765         269.95            270     -0.0859014
           1766           1766        269.951            270     -0.0840938
           1767           1767        269.952            270      -0.082528
           1768           1768        269.953            270     -0.0811338
           1769           1769        269.954            270     -0.0800894
           1770           1770        269.954            270     -0.0791311
           1771           1771        269.955            270     -0.0783044
           1772           1772        269.955            270     -0.0776173
           1773           1773        269.955            270     -0.0770241
           1774           1774        269.956            270     -0.0765349
           1775           1775        269.956            270     -0.0760793
           1776           1776        269.956            270     -0.0756335
           1777           1777        269.956            270     -0.0752095
           1778           1778        269.957            270     -0.0748638
           1779           1779        269.957            270     -0.0745319
           1780           1780        269.957            270     -0.0742365
           1781           1781        269.957            270     -0.0739502
           1782           1782        269.957            270     -0.0736976
           1783           1783        269.957            270     -0.0734622
           1784           1784        269.958            270     -0.0732885
           1785           1785        269.958            270     -0.0731176
           1786           1786        269.958            270     -0.0729568
           1787           1787        269.958            270      -0.072792
           1788           1788        269.958            270     -0.0726349
           1789           1789        269.958            270     -0.0724808
           1790           1790        269.958            270     -0.0723359
           1791           1791        269.958            270     -0.0721966
           1792           1792        269.958            270     -0.0720646
           1793           1793        269.958            270     -0.0719315
           1794           1794        269.958            270     -0.0718255
           1795           1795        269.958            270     -0.0717135
           1796           1796        269.959            270     -0.0716057
           1797           1797        269.959            270     -0.0714971
           1798           1798        269.959            270     -0.0714018
           1799           1799        269.959            270     -0.0713167
           1800           1800        269.959            270     -0.0712366
           1801           1801        269.959            270     -0.0711622
           1802           1802        269.959            270     -0.0711095
           1803           1803        269.959            270     -0.0710421
           1804           1804        269.959            270       -0.07097
           1805           1805        269.959            270     -0.0708968
           1806           1806        269.959            270     -0.0708278
           1807           1807        269.959            270      -0.070767
           1808           1808        269.959            270     -0.0707074
           1809           1809        269.959            270     -0.0706453
           1810           1810        269.959            270     -0.0705798
           1811           1811        269.959            270     -0.0705087
           1812           1812        269.959            270     -0.0704351
           1813           1813        269.959            270     -0.0703598
           1814           1814        269.959            270     -0.0702663
           1815           1815        269.959            270     -0.0701687
           1816           1816        269.959            270     -0.0700635
           1817           1817         269.96            270     -0.0699559
           1818           1818         269.96            270     -0.0698401
           1819           1819         269.96            270       -0.06974
           1820           1820         269.96            270     -0.0696404
           1821           1821         269.96            270     -0.0695421
           1822           1822         269.96            270     -0.0694749
           1823           1823         269.96            270     -0.0694105
           1824           1824         269.96            270     -0.0693515
           1825           1825         269.96            270      -0.069293
           1826           1826         269.96            270     -0.0692766
           1827           1827         269.96            270     -0.0692554
           1828           1828         269.96            270      -0.069238
           1829           1829         269.96            270     -0.0692245
           1830           1830         269.96            270     -0.0692386
           1831           1831         269.96            270     -0.0692409
           1832           1832         269.96            270     -0.0692454
           1833           1833         269.96            270     -0.0692514
           1834           1834         269.96            270     -0.0692619
           1835           1835         269.96            270     -0.0692603
           1836           1836         269.96            270     -0.0692578
           1837           1837         269.96            270     -0.0692515
           1838           1838         269.96            270      -0.069226
           1839           1839         269.96            270      -0.069205
           1840           1840         269.96            270     -0.0691786
           1841           1841         269.96            270     -0.0691487
           1842           1842         269.96            270     -0.0691112
           1843           1843         269.96            270     -0.0690576
           1844           1844         269.96            270     -0.0690054
           1845           1845         269.96            270     -0.0689477
           1846           1846         269.96            270     -0.0688879
           1847           1847         269.96            270      -0.068806
           1848           1848         269.96            270     -0.0687372
           1849           1849         269.96            270     -0.0686665
           1850           1850         269.96            270     -0.0685874
           1851           1851         269.96            270     -0.0685129
           1852           1852         269.96            270     -0.0684447
           1853           1853         269.96            270     -0.0683827
           1854           1854         269.96            270     -0.0683262
           1855           1855         269.96            270     -0.0682853
           1856           1856         269.96            270     -0.0682399
           1857           1857        269.961            270     -0.0682099
           1858           1858        269.961            270     -0.0681903
           1859           1859        269.961            270     -0.0682014
           1860           1860        269.961            270     -0.0682092
           1861           1861        269.961            270     -0.0682167
           1862           1862        269.961            270     -0.0682203
           1863           1863         269.96            270     -0.0682547
           1864           1864         269.96            270     -0.0682692
           1865           1865         269.96            270     -0.0682711
           1866           1866         269.96            270     -0.0682664
           1867           1867         269.96            270     -0.0682248
           1868           1868        269.961            270     -0.0681885
           1869           1869        269.961            270     -0.0681471
           1870           1870        269.961            270     -0.0680959
           1871           1871        269.961            270     -0.0680125
           1872           1872        269.961            270       -0.06795
           1873           1873        269.961            270     -0.0678876
           1874           1874        269.961            270     -0.0678258
           1875           1875        269.961            270     -0.0677723
           1876           1876        269.961            270     -0.0677151
           1877           1877        269.961            270     -0.0676585
           1878           1878        269.961            270     -0.0676002
           1879           1879        269.961            270     -0.0675571
           1880           1880        269.961            270     -0.0675179
           1881           1881        269.961            270     -0.0674794
           1882           1882        269.961            270     -0.0674378
           1883           1883        269.961            270      -0.067408
           1884           1884        269.961            270     -0.0673713
           1885           1885        269.961            270     -0.0673354
           1886           1886        269.961            270     -0.0672958
           1887           1887        269.961            270     -0.0672467
           1888           1888        269.961            270      -0.067204
           1889           1889        269.961            270     -0.0671582
           1890           1890        269.961            270     -0.0671129
           1891           1891        269.961            270     -0.0670605
           1892           1892        269.961            270     -0.0670222
           1893           1893        269.961            270     -0.0669919
           1894           1894        269.961            270     -0.0669666
           1895           1895        269.961            270     -0.0669312
           1896           1896        269.961            270     -0.0668901
           1897           1897        269.961            270     -0.0668545
           1898           1898        269.961            270     -0.0668233
           1899           1899        269.961            270      -0.066778
           1900           1900        269.961            270     -0.0667409
           1901           1901        269.961            270     -0.0667098
           1902           1902        269.961            270      -0.066677
           1903           1903        269.961            270     -0.0666571
           1904           1904        269.961            270     -0.0666396
           1905           1905        269.961            270     -0.0666275
           1906           1906        269.961            270     -0.0666187
           1907           1907        269.961            270     -0.0666123
           1908           1908        269.961            270      -0.066601
           1909           1909        269.961            270     -0.0665876
           1910           1910        269.961            270     -0.0665779
           1911           1911        269.961            270     -0.0665675
           1912           1912        269.961            270     -0.0665431
           1913           1913        269.961            270     -0.0665141
           1914           1914        269.961            270     -0.0664855
           1915           1915        269.962            270     -0.0664586
           1916           1916        269.962            270     -0.0664425
           1917           1917        269.962            270     -0.0664364
           1918           1918        269.962            270     -0.0664324
           1919           1919        269.962            270     -0.0664293
           1920           1920        269.962            270      -0.066459
           1921           1921        269.962            270     -0.0664714
           1922           1922        269.961            270     -0.0664839
           1923           1923        269.961            270     -0.0664973
           1924           1924        269.961            270     -0.0665173
           1925           1925        269.961            270     -0.0665412
           1926           1926        269.961            270     -0.0665714
           1927           1927        269.961            270      -0.066597
           1928           1928        269.961            270      -0.066628
           1929           1929        269.961            270     -0.0666585
           1930           1930        269.961            270      -0.066696
           1931           1931        269.961            270     -0.0667358
           1932           1932        269.961            270     -0.0667661
           1933           1933        269.961            270     -0.0667974
           1934           1934        269.961            270     -0.0668184
           1935           1935        269.961            270      -0.066831
           1936           1936        269.961            270     -0.0668296
           1937           1937        269.961            270     -0.0668314
           1938           1938        269.961            270      -0.066831
           1939           1939        269.961            270     -0.0668227
           1940           1940        269.961            270     -0.0668002
           1941           1941        269.961            270      -0.066785
           1942           1942        269.961            270     -0.0667672
           1943           1943        269.961            270     -0.0667468
           1944           1944        269.961            270     -0.0667374
           1945           1945        269.961            270     -0.0667237
           1946           1946        269.961            270      -0.066705
           1947           1947        269.961            270     -0.0666831
           1948           1948        269.961            270     -0.0666599
           1949           1949        269.961            270      -0.066643
           1950           1950        269.961            270     -0.0666309
           1951           1951        269.961            270     -0.0666187
           1952           1952        269.961            270      -0.066597
           1953           1953        269.961            270      -0.066576
           1954           1954        269.961            270     -0.0665606
           1955           1955        269.961            270      -0.066543
           1956           1956        269.961            270     -0.0665205
           1957           1957        269.961            270     -0.0665027
           1958           1958        269.962            270     -0.0664837
           1959           1959        269.962            270     -0.0664692
           1960           1960        269.962            270      -0.066465
           1961           1961        269.962            270     -0.0664528
           1962           1962        269.962            270     -0.0664348
           1963           1963        269.962            270     -0.0664116
           1964           1964        269.962            270     -0.0663911
           1965           1965        269.962            270     -0.0663728
           1966           1966        269.962            270     -0.0663442
           1967           1967        269.962            270     -0.0663073
           1968           1968        269.962            270     -0.0662534
           1969           1969        269.962            270     -0.0662048
           1970           1970        269.962            270      -0.066157
           1971           1971        269.962            270     -0.0661066
           1972           1972        269.962            270     -0.0660418
           1973           1973        269.962            270     -0.0659928
           1974           1974        269.962            270     -0.0659561
           1975           1975        269.962            270     -0.0659281
           1976           1976        269.962            270     -0.0659292
           1977           1977        269.962            270     -0.0659286
           1978           1978        269.962            270       -0.06594
           1979           1979        269.962            270     -0.0659537
           1980           1980        269.962            270     -0.0659651
           1981           1981        269.962            270     -0.0659895
           1982           1982        269.962            270     -0.0660019
           1983           1983        269.962            270     -0.0660096
           1984           1984        269.962            270     -0.0660126
           1985           1985        269.962            270     -0.0659966
           1986           1986        269.962            270     -0.0659947
           1987           1987        269.962            270     -0.0659892
           1988           1988        269.962            270     -0.0659795
           1989           1989        269.962            270     -0.0659881
           1990           1990        269.962            270     -0.0659947
           1991           1991        269.962            270     -0.0659976
           1992           1992        269.962            270     -0.0659984
           1993           1993        269.962            270     -0.0660014
           1994           1994        269.962            270     -0.0659861
           1995           1995        269.962            270       -0.06596
           1996           1996        269.962            270     -0.0659327
           1997           1997        269.962            270      -0.065885
           1998           1998        269.962            270     -0.0658469
           1999           1999        269.962            270     -0.0658056
           2000           2000        269.962            270     -0.0657637
           2001           2001        269.962            270      -0.065723
           2002           2002        269.962            270     -0.0656811
           2003           2003        269.962            270     -0.0656405
           2004           2004        269.962            270     -0.0656053
           2005           2005        269.962            270     -0.0655777
           2006           2006        269.962            270     -0.0655537
           2007           2007        269.962            270     -0.0655306
           2008           2008        269.962            270      -0.065513
           2009           2009        269.962            270     -0.0655255
           2010           2010        269.962            270     -0.0655278
           2011           2011        269.962            270     -0.0655274
           2012           2012        269.962            270     -0.0655301
           2013           2013        269.962            270     -0.0655441
           2014           2014        269.962            270     -0.0655611
           2015           2015        269.962            270     -0.0655844
           2016           2016        269.962            270     -0.0656056
           2017           2017        269.962            270      -0.065613
           2018           2018        269.962            270     -0.0656195
           2019           2019        269.962            270     -0.0656172
           2020           2020        269.962            270     -0.0656059
           2021           2021        269.962            270     -0.0655665
           2022           2022        269.962            270     -0.0655382
           2023           2023        269.962            270     -0.0655055
           2024           2024        269.962            270     -0.0654713
           2025           2025        269.962            270     -0.0654451
           2026           2026        269.962            270     -0.0654315
           2027           2027        269.962            270     -0.0654224
           2028           2028        269.962            270     -0.0654204
           2029           2029        269.962            270     -0.0654323
           2030           2030        269.962            270     -0.0654332
           2031           2031        269.962            270     -0.0654349
           2032           2032        269.962            270      -0.065438
           2033           2033        269.962            270     -0.0654202
           2034           2034        269.962            270     -0.0654188
           2035           2035        269.962            270     -0.0648628
           2036           2036        269.963            270     -0.0631467
           2037           2037         269.97            270     -0.0509487
           2038           2038        269.981            270     -0.0329961
           2039           2039        269.994            270     -0.0108975
           2040           2040        270.007            270      0.0129198
           2041           2041        269.856        269.833      0.0385197
           2042           2042        269.704        269.667      0.0646263
           2043           2043        269.553          269.5      0.0909622
           2044           2044        269.401        269.333        0.11741
           2045           2045        269.249        269.167       0.142913
           2046           2046        269.097            269       0.167267
           2047           2047        268.943        268.833       0.189919
           2048           2048        268.788        268.667       0.210659
           2049           2049        268.633          268.5       0.230003
           2050           2050        268.475        268.333       0.246279
           2051           2051        268.317        268.167       0.261055
           2052           2052        268.158            268       0.274183
           2053           2053        267.998        267.833       0.286262
           2054           2054        267.837        267.667       0.296004
           2055           2055        267.676          267.5       0.304722
           2056           2056        267.513        267.333       0.312364
           2057           2057        267.351        267.167       0.319313
           2058           2058        267.187            267         0.3248
           2059           2059        267.023        266.833       0.329709
           2060           2060        266.859        266.667       0.334073
           2061           2061        266.694          266.5       0.338065
           2062           2062         266.53        266.333       0.341089
           2063           2063        266.364        266.167       0.343763
           2064           2064        266.199            266       0.346159
           2065           2065        266.033        265.833       0.348343
           2066           2066        265.868        265.667       0.350034
           2067           2067        265.702          265.5       0.351562
           2068           2068        265.536        265.333       0.352883
           2069           2069         265.37        265.167       0.354074
           2070           2070        265.204            265       0.354988
           2071           2071        265.037        264.833       0.355812
           2072           2072        264.871        264.667       0.356583
           2073           2073        264.705          264.5       0.357304
           2074           2074        264.538        264.333       0.357897
           2075           2075        264.372        264.167       0.358446
           2076           2076        264.205            264       0.358864
           2077           2077        264.039        263.833       0.359293
           2078           2078        263.872        263.667       0.359644
           2079           2079        263.706          263.5       0.360012
           2080           2080        263.539        263.333        0.36036
           2081           2081        263.373        263.167        0.36069
           2082           2082        263.206            263       0.360999
           2083           2083         263.04        262.833       0.361282
           2084           2084        262.873        262.667       0.361503
           2085           2085        262.707          262.5       0.361745
           2086           2086         262.54        262.333       0.361937
           2087           2087        262.373        262.167       0.362134
           2088           2088        262.207            262       0.362319
           2089           2089         262.04        261.833       0.362497
           2090           2090        261.873        261.667       0.362642
           2091           2091        261.707          261.5       0.362801
           2092           2092         261.54        261.333       0.362956
           2093           2093        261.373        261.167       0.363106
           2094           2094        261.207            261       0.363241
           2095           2095         261.04        260.833       0.363381
           2096           2096        260.873        260.667       0.363519
           2097           2097        260.707          260.5       0.363653
           2098           2098         260.54        260.333       0.363804
           2099           2099        260.374        260.167       0.363954
           2100           2100        260.207            260         0.3641
           2101           2101         260.04        259.833       0.364248
           2102           2102        259.874        259.667       0.364407
           2103           2103        259.707          259.5       0.364549
           2104           2104         259.54        259.333       0.364686
           2105           2105        259.374        259.167       0.364824
           2106           2106        259.207            259       0.364937
           2107           2107         259.04        258.833        0.36506
           2108           2108        258.874        258.667       0.365186
           2109           2109        258.707          258.5       0.365314
           2110           2110         258.54        258.333       0.365442
           2111           2111        258.374        258.167       0.365563
           2112           2112        258.207            258       0.365678
           2113           2113         258.04        257.833       0.365789
           2114           2114        257.874        257.667        0.36589
           2115           2115        257.707          257.5        0.36598
           2116           2116         257.54        257.333       0.366062
           2117           2117        257.374        257.167       0.366142
           2118           2118        257.207            257       0.366217
           2119           2119         257.04        256.833       0.366271
           2120           2120        256.873        256.667       0.366336
           2121           2121        256.707          256.5       0.366406
           2122           2122         256.54        256.333       0.366484
           2123           2123        256.373        256.167       0.366586
           2124           2124        256.207            256       0.366692
           2125           2125         256.04        255.833       0.366797
           2126           2126        255.873        255.667       0.366899
           2127           2127        255.707          255.5       0.367006
           2128           2128         255.54        255.333       0.367093
           2129           2129        255.373        255.167       0.367169
           2130           2130        255.207            255       0.367237
           2131           2131         255.04        254.833       0.367251
           2132           2132        254.873        254.667       0.367279
           2133           2133        254.706          254.5       0.367302
           2134           2134         254.54        254.333       0.367319
           2135           2135        254.373        254.167       0.367327
           2136           2136        254.206            254       0.367354
           2137           2137         254.04        253.833       0.367388
           2138           2138        253.873        253.667        0.36742
           2139           2139        253.706          253.5       0.367473
           2140           2140        253.539        253.333       0.367515
           2141           2141        253.373        253.167       0.367553
           2142           2142        253.206            253       0.367596
           2143           2143        253.039        252.833       0.367631
           2144           2144        252.873        252.667       0.367674
           2145           2145        252.706          252.5       0.367722
           2146           2146        252.539        252.333       0.367769
           2147           2147        252.372        252.167       0.367832
           2148           2148        252.206            252       0.367903
           2149           2149        252.039        251.833       0.367986
           2150           2150        251.872        251.667       0.368078
           2151           2151        251.706          251.5       0.368199
           2152           2152        251.539        251.333       0.368312
           2153           2153        251.372        251.167       0.368425
           2154           2154        251.206            251        0.36854
           2155           2155        251.039        250.833       0.368685
           2156           2156        250.872        250.667       0.368819
           2157           2157        250.706          250.5       0.368948
           2158           2158        250.539        250.333        0.36908
           2159           2159        250.372        250.167       0.369224
